tconst,titleType,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,nconst,category,lead_actors_ids,language,country,plot,budget,boxOffice
tt8083504,movie,"Kill Me Today, Tomorrow I'm Sick!",2018,126,"Comedy,Drama",6.7,125,nm3129791,actress,"['nm3129791', 'nm1030925', 'nm0816350', 'nm1502269', 'nm0587523']",,,,,
tt8090580,movie,Noah Land,2019,109,Drama,7.1,6880,nm1778124,actor,"['nm1778124', 'nm0082211', 'nm5561251', 'nm5640508', 'nm2040571']",,,,,
tt8090628,movie,Kinavally,2018,141,"Comedy,Horror,Mystery",5.9,960,nm9979658,actor,"['nm9979658', 'nm7017299', 'nm11648176', 'nm10396177', 'nm11602883']",,,,,
tt8094252,movie,NGK,2019,148,"Action,Drama,Thriller",5.7,5794,nm1421814,actor,"['nm1421814', 'nm7367695', 'nm5114849', 'nm3294569', 'nm3909445']",Tamil,India,"Nandha Gopalan Kumaran is a social worker and do-gooder, specialised in organic farming. He has huge support from the youngsters in his hometown, Srivilliputhur, who were inspired by him quitting his high-profile job to serve his country. He lives with his mother Viji,  father Ramanan, a former military officer, and his possessive wife, Geetha Kumari, who is a major strength for him.",,
tt8094320,movie,Nativity Rocks!,2018,100,"Comedy,Family,Musical",4.2,892,nm3429367,actor,"['nm3429367', 'nm1380337', 'nm2608463', 'nm0151250', 'nm2932174']",English,United Kingdom,"Five years after Dude, Where's My Donkey?, Doru, a child refugee from Syria, is separated from his father as he arrives in the United Kingdom having been smuggled in illegally by boat and under fire. He is moved to Coventry by social worker Suzie Shelly and joins St Bernadette's Primary School, where he meets new teaching assistant Jerry Poppy, who assists him in his search for his father, amid another Christmas musical production for the school, led by impresario Emmanuel Cavendish.[3] Jerry is immediately suspicious that Cavendish and he have met before, believing that his mother used to clean Cavendish's parents' house before Cavendish framed Jerry for stealing a brooch.",,$4.1 million
tt8097306,movie,Nobody's Fool,2018,110,"Comedy,Drama,Romance",5,8573,nm1840504,actress,"['nm1840504', 'nm1754366', 'nm1165044', 'nm1419635', 'nm3232025']",English,United States,"Danica (Tika Sumpter) is a successful worker at a marketing firm, and has been in a relationship with ""Charlie"" (Mehcad Brooks), a man she met online a year ago but has never seen in real life.",$19 million,$33.7 million
tt8103460,movie,Kdyz draka boli hlava,2018,99,"Comedy,Family,Fantasy",3,133,nm0331872,actor,"['nm0331872', 'nm0536680', 'nm4135954', 'nm9920741', 'nm0633972']",,,,,
tt8106562,movie,Netizens,2018,96,Documentary,5.9,133,,,,,,,,
tt8106708,movie,Katyusha,2018,100,"Comedy,Drama",4.2,609,nm7922387,actor,"['nm7922387', 'nm3308934', 'nm0354508', 'nm1474585', 'nm2298288']",,,,,
tt8108034,movie,Nota,2018,145,Drama,6.2,3758,nm4797922,actor,"['nm4797922', 'nm0621937', 'nm0766470', 'nm2132667', 'nm8682294']",Tamil,India,"Varun Subramanyam (Vijay Deverakonda) is a video game designer living in the UK. He is the son of Vinodhan Subramanyam, the long-time Chief Minister of Tamil Nadu. Varun visits Chennai  for his birthday to visit the orphanage he runs and see his little half-sister Narmada (Amrutha). Varum later goes out partying arrives home to shocking news that he is to be sworn in as the new Chief Minister as Vinodhan (Nassar) is to be found guilty in a corruption case. Despite his reservations, Varun is sworn in as Chief Minister.",₹60 crore,est. ₹25.50 crore
tt8108180,movie,Kamen Rider Amazons: The Last Judgement,2018,101,"Action,Fantasy,Horror",7,154,nm6160675,actor,"['nm6160675', 'nm6160675', 'nm0849468', 'nm0849468', 'nm7303107']",Japanese,Japan,"After two years on the run, Haruka Mizusawa / Kamen Rider Amazon Omega is cornered by a Competitive Creatures Control Center (4C) squad led by Takeshi Kurosaki. Mizuki Mizusawa, a member of 4C and Haruka’s estranged foster sister, intervenes before he can be killed. The pair escapes into a nearby lake.",,
tt8108186,movie,Kotigobba 3,2021,140,"Action,Drama,Romance",5.5,2661,nm1679372,actor,"['nm1679372', 'nm1679372', 'nm0012778', 'nm7371790', 'nm3749108']",Kannada,India,"Following the events after the prequel, Satya/Shiva runs an orphanage for the downtrodden people and also steals black money. Jaanu, a nine-year-old girl in his orphanage, suffers from Brugada Syndrome and Satya takes her to Warsaw for treatment. Satya meets Dr. Priya and they become friends with Jaanu's help. Devendra, a pharmaceutical mogul in Warsaw, wants to spread a virus and provide a cure at a high price to obtain profits. Satya consults the doctor and schedules a date for Jaanu's operation. Later,  Satya and Jaanu visit the ""Aviation Museum"" for a visit and return to India. Later, a masked man Ghost carries out heist of the Crown Jewel, which was bought by Devendra and was to be delivered to him in a week. The chase occurs between the cops and Ghost in which Ghost manages to escape.",₹25 crore,₹45.32 crore
tt8116610,movie,King of the Mountain,2018,106,"Biography,Drama,Sport",5.8,106,nm9686308,actor,"['nm9686308', 'nm9686309', 'nm9622136', 'nm1284690', 'nm1468869']",,,,,
tt8132778,movie,Night of the Kings,2020,93,"Drama,Fantasy",6.5,3087,nm11514854,actor,"['nm11514854', 'nm4782158', 'nm11907038', 'nm0653468', 'nm1371957']",French  Dyula,FranceCôte d'IvoireCanadaSenegal,"At Ivory Coast’s infamous MACA Prison, the inmates are in control and have set up their own set of rules. One of these rules states that if the Dangôro, or inmate King, becomes too ill to govern, he must take his life. The ailing Dangôro Blackbeard is pressured to commit suicide by his subordinate Lass, who seeks to become Dangôro after Blackbeard. Hoping to postpone his death by appeasing the prisoners, Blackbeard says he will name a new Roman, a griot instructed to tell stories for the population during the upcoming red moon. A new prisoner, a thief and member of the ""Microbe"" gang, arrives at MACA and is assigned to Blackbeard’s cell block. Blackbeard speaks with the new arrival and chooses him as Roman.",,
tt8133888,movie,Nela Ticket,2018,171,"Action,Drama",4.4,1029,nm0712433,actor,"['nm0712433', 'nm0712433', 'nm9694820', 'nm0045075', 'nm3164292']",Telugu,India,"Nela Ticket (Ravi Teja) is an orphan raised in an orphanage in Bangalore belonging to Ananda Bhupathi (Sarath Babu). Ananda gets killed by his own son Aditya Bhupathi (Jagapathi Babu), who later becomes the Home Minister. Nela Ticket runs into a tussle with Aditya's men, and this brings both Aditya and Nela Ticket opposite each other. The fight that happens between them and how Nela Ticket brings Aditya to justice forms the plot.",,₹20.1 crore
tt8143990,movie,Kajillionaire,2020,104,"Comedy,Crime,Drama",6.4,23936,nm0420955,actor,"['nm0420955', 'nm0000700', 'nm0939697', 'nm0006970', 'nm1570753']",English,United States,"Old Dolio Dyne, an emotionally stunted 26-year-old woman, is in a manipulative relationship with her con artist parents, who treat her as an accomplice to their petty thefts and scams rather than as a daughter. The family owes $1,500 of back rent on their apartment in Los Angeles, which is actually a leaking office space attached to a soap factory.",,$1.6 million
tt8144782,movie,Kalathil Sandhippom,2021,138,"Drama,Sport",6.5,806,nm4650730,actor,"['nm4650730', 'nm1883318', 'nm1617813', 'nm4861046', 'nm6106052']",,,,,
tt8158828,movie,"Nu, zdravstvuy, Oksana Sokolova!",2018,100,Comedy,5.2,240,nm1595810,actor,"['nm1595810', 'nm4310394', 'nm2511538', 'nm3268414', 'nm1661234']",,,,,
tt8161166,movie,King Petar the First,2018,125,"Biography,Drama,History",6.7,2070,nm0728476,actor,"['nm0728476', 'nm9713552', 'nm1381996', 'nm0728473', 'nm10178862']",Serbian,SerbiaGreece,"Peter I of Serbia was banished from Serbia as a young man. Many years later, he returns to his country to liberate its people and secure parliamentary democracy and later lead the country during World War I.[6]",,
tt8172068,movie,Kervan 1915,2017,130,"Drama,History",7.1,113,nm9714550,actor,"['nm9714550', 'nm17169352', 'nm9714544', 'nm9714543', 'nm7447117']",,,,,
tt8172146,movie,Never Stop Dreaming: The Life and Legacy of Shimon Peres,2018,129,"Biography,Documentary",7.1,430,nm0000123,actor,['nm0000123'],,,,,
tt8183556,movie,Karimi Gördünüz Mü?,2018,92,Comedy,3.4,394,nm1201734,actor,"['nm1201734', 'nm7265032', 'nm0023697', 'nm0351352', 'nm1756264']",,,,,
tt8184986,movie,Ninja Zombie,1992,87,Action,4.8,160,nm1396996,actor,"['nm1396996', 'nm9722359', 'nm9722360', 'nm9722361', 'nm9722362']",,,,,
tt8185094,movie,Needi Naadi Oke Katha,2018,121,Drama,7.6,851,nm6783918,actor,"['nm6783918', 'nm7973739', 'nm6845066', 'nm12429482', 'nm0692586']",Telugu,India,"The story is about Rudra Raju Sagar (Sree Vishnu) from Chittoor a middle class youth who is failing his degree continuously. It feels sad to his father (Devi Prasad) who is a teacher. Sagar's sister does well in studies, but he tried to pass but he couldn't, after a critical circumstance he decides to take his studies seriously for his fathers sake and aims to become what his father wants. So for taking guidance in studies he meets Dharmika (Satna Titus) a topper through his sister. At first, she avoids him thinking he is a flirt, later understanding his intention, starts giving him guidance to prepare for the exams. She prepares a time table for him and suggests that he read self-confidence books. Then Sagar changes his lifestyle, which gets condemned by every one. He leaves his friends for the sake of his father. Dharmika introduces Anand Ram Shankar (Posani Krishna Murali) a famous motivator, after some comical circumstances Sagar understands that his sessions are completely fake.",₹2.25 crore,est. ₹12.3 crore
tt8192134,movie,Not Alone,2021,87,"Horror,Thriller",3.8,319,nm1038151,actress,"['nm1038151', 'nm0372366', 'nm0493311', 'nm7702978', 'nm4281905']",Japanese,Japan,"Fifteen years after a global cataclysm known as the Second Impact, fourteen-year-old Shinji Ikari is summoned to Tokyo-3 by his estranged father Gendo, the commander of the paramilitary organization Nerv. Shinji gets caught in the crossfire between UN forces and a mysterious being called an Angel, but is rescued by Captain Misato Katsuragi, who brings him to Nerv headquarters. There, Gendo demands Shinji pilot Evangelion Unit 01, a giant, humanoid bio-machine, against the Angel. Shinji concedes when Gendo has Rei Ayanami, a wounded Evangelion pilot, prepared to be sent out instead. Shinji loses consciousness during the fight due to injuries inflicted by the Angel on Unit 01, as Evangelion units sympathetically reflect the pain of injuries they sustain onto their pilots. Unit 01 autonomously reactivates and wins the fight, destroying the Angel. After the battle, Misato becomes Shinji's guardian and he is enrolled in a local junior high school.",,$20 million
tt8216656,movie,Keys to the City,2019,90,Drama,6.2,111,nm1212071,actor,"['nm1212071', 'nm0913460', 'nm10537384', 'nm5722070', 'nm4390227']",,,,,
tt8220646,movie,Karantina XII,2018,88,Horror,3.2,361,nm1202445,actor,"['nm1202445', 'nm8950663', 'nm8950667', 'nm7044623', 'nm3534152']",,,,,
tt8234892,movie,Knives and Skin,2019,111,"Drama,Mystery,Thriller",5.3,1241,nm1667066,actress,"['nm1667066', 'nm0394434', 'nm6959482', 'nm3612288', 'nm0280489']",English,United States,,,
tt8237340,movie,Krampus: Origins,2018,86,"Drama,Fantasy,Horror",2.5,565,nm1864017,actress,"['nm1864017', 'nm4842994', 'nm5731217', 'nm7631706', 'nm0500342']",,,,,
tt8240202,movie,KSI: Can't Lose,2018,70,"Documentary,Sport",6.8,651,nm9902798,actor,"['nm9902798', 'nm9902809', 'nm9622103', 'nm9902810']",,,,,
tt8251336,movie,No One Will Ever Know,2018,102,Drama,6.2,178,nm2578315,actress,"['nm2578315', 'nm2784856', 'nm1173803', 'nm0709204', 'nm0645327']",,,,,
tt8268972,movie,Khamoshi,2019,96,"Crime,Drama,Horror",3.4,373,nm0222150,actor,"['nm0222150', 'nm1961459', 'nm0154653', 'nm7605938', 'nm0066455']",Hindi,India,,,
tt8271188,movie,Non sono un assassino,2019,110,"Crime,Thriller",5.8,580,nm1249052,actor,"['nm1249052', 'nm0094526', 'nm3034455', 'nm0314358', 'nm1855948']",,,,,
tt8272332,movie,Nose to Tail,2018,82,Drama,5.4,141,nm1378320,actor,"['nm1378320', 'nm1892299', 'nm1338828', 'nm0585964', 'nm6475012']",,,,,
tt8276896,movie,King Shakir: Let the Game Begin,2018,84,"Adventure,Animation,Comedy",5.4,447,nm6503935,actor,"['nm6503935', 'nm1816529', 'nm1320929', 'nm2383845', 'nm9424316']",,,,,
tt8286926,movie,Njan Prakashan,2018,131,"Comedy,Drama",7.7,6428,nm1335704,actor,"['nm1335704', 'nm0820208', 'nm7473958', 'nm10356433', 'nm5682275']",Malayalam,India,"The story of a man named Prakashan who yearns to go to foreign countries, particularly Germany. He finds that his name is a bit old-fashioned so changes his name to P. R. Akash just to sound more modern. Though qualified as a nurse, he vehemently opposes the idea of entering the nursing profession because of its lower pay and thankless nature. He shows a sexist view toward this career, believing that it is suited to women rather than men. He actively tries to go abroad by marrying a foreign citizen and thus acquiring a family visa, followed by dumping her and living his life.",,est. ₹52 crore
tt8287232,movie,King of Hearts,2019,113,"Biography,Drama,Music",6.2,583,nm0728459,actor,"['nm0728459', 'nm0528173', 'nm6415367', 'nm2783123', 'nm1565960']",,,,,
tt8295286,movie,Kafir,2018,82,Horror,2.7,1183,nm4276272,actor,"['nm4276272', 'nm8350210', 'nm9672966', 'nm11413978', 'nm9780096']",,,,,
tt8302382,movie,Krack,2021,154,"Action,Drama",6.9,7816,nm0712433,actor,"['nm0712433', 'nm1599046', 'nm5316449', 'nm2284321', 'nm4174212']",Telugu,India,"Venkatesh narrates that a ₹50 (53¢ US) note, a green mango, and a nail resemble the fate of three persons who come across a cop. A BBC journalist arrives at a jail in Delhi to interview Saleem Batkal, a convict responsible for Mumbai blasts, but Saleem demands money from the interviewer, which to their astonishment is just ₹50 (53¢ US).",,est. ₹70.6 crore
tt8302918,movie,Kaathu Vaakula Rendu Kaadhal,2022,157,"Comedy,Drama,Romance",5.5,4447,nm4043111,actor,"['nm4043111', 'nm1521381', 'nm3606487', 'nm0694893', 'nm10154968']",,,,,
tt8303588,movie,Kaatrin Mozhi,2018,148,"Comedy,Drama",7.3,838,nm0433392,actress,"['nm0433392', 'nm4776159', 'nm1711203', 'nm1512238', 'nm2132667']",Tamil,India,"Vijayalakshmi Balakrishnan, nicknamed Vijji, is a middle-class housewife living in Chromepet with her family. Vijji enjoys her life to the fullest with her husband Balakrishnan and an 11-year-old son, named Siddharth ""Siddhu"". She dreams of being a working woman, but since she could not complete her high school she cannot think of any white collar jobs. Her elder twin sisters are always critical of her educational credentials and frequently mock her failed business ideas. Vijji is fond of participating in and winning any and every contest around her, be it a singing competition, an athletic event or a simple lemon and spoon race. Her husband, Balu works as a manager in a tailoring firm, which is quite a frustrating job since everyone apart from him is over the age of sixty, including the owners. Most of them are either unresponsive or unreasonable. On top of it, the firm now is taken over by the grandson of the owner, who is very rude and treats him with disdain. Balu bears all this for his family. Siddhu is constantly teased by a set of students, who have expensive items like a PlayStation gaming console, etc., in school.",,
tt8315704,movie,Kill the Monsters,2018,77,"Comedy,Drama",5.1,178,nm5128653,actor,"['nm5128653', 'nm9789349', 'nm2664499', 'nm1004196', 'nm9789346']",,,,,
tt8319778,movie,Nisekoi: False Love,2018,117,"Comedy,Drama,Romance",6,466,nm5170969,actress,"['nm5170969', 'nm1395952', 'nm4341902', 'nm3194537', 'nm10260256']",,,,,
tt8323104,movie,Nancy Drew and the Hidden Staircase,2019,89,"Comedy,Crime,Drama",5.7,5810,nm6096118,actress,"['nm6096118', 'nm6312506', 'nm9891599', 'nm1627969', 'nm2270016']",English,United States,"After her mother's death, 16-year-old sleuth Nancy Drew and her father Carson relocate from Chicago to rural River Heights. While Nancy struggles to fit in, Carson is active in local politics, fighting the development of a train line through the town. A local thug named Willie Wharton threatens Nancy one night to try to scare her father into backing down.",$17 million,"$623,088"
tt8325880,movie,Nuclear,2019,92,"Drama,Thriller",5.3,513,nm4454223,actress,"['nm4454223', 'nm0347149', 'nm4261807', 'nm1126657', 'nm4719913']",,,,,
tt8329618,movie,King of Boys,2018,169,"Crime,Drama",6.4,554,nm1417032,actress,"['nm1417032', 'nm9814180', 'nm6767239', 'nm5319729', 'nm9814182']",English  Yoruba  Igbo  Hausa,Nigeria,,,₦ 245 million
tt8333790,movie,Neeya 2,2019,125,"Horror,Romance",2.8,188,nm0415773,actor,"['nm0415773', 'nm0415773', 'nm2843559', 'nm2843559', 'nm5528429']",Tamil,India,"Ichathari is a type of snake which is human by day and snake by night. They exist in the woods cursed by gods to this fate, dreaming of becoming humans.",,
tt8351882,movie,No Surrender,2018,114,"Action,Crime,History",5.6,2572,nm4020580,actor,"['nm4020580', 'nm1728178', 'nm1012570', 'nm0012078', 'nm1856133']",Arabic,Egypt,,,"EGP 57,634,545"
tt8363914,movie,No Safe Spaces,2019,100,"Documentary,News,War",7.1,2969,nm3916753,actress,['nm3916753'],English,United States,,,$1.3 Million
tt8365426,movie,Kill Mode,2020,97,"Action,Sci-Fi",3,607,nm2523121,actor,"['nm2523121', 'nm2547201', 'nm9371177', 'nm8037179', 'nm9056053']",English,Netherlands,,"$400,000",
tt8386182,movie,National Theatre Live: Macbeth,2018,210,Drama,7.3,116,nm3971488,actress,"['nm3971488', 'nm6635960', 'nm0101540', 'nm0240359', 'nm0289291']",,,,,
tt8387918,movie,Kill It and Leave This Town,2020,91,"Animation,Drama,Horror",6.5,1332,nm0417370,actress,"['nm0417370', 'nm0161607', 'nm0652292', 'nm0469021', 'nm0469173']",Polish,Poland,,,"$183,771"
tt8393918,movie,Non è vero ma ci credo,2018,103,Comedy,4.4,311,nm8805044,actor,"['nm8805044', 'nm8805045', 'nm2567199', 'nm4164389', 'nm1967566']",,,,,
tt8395326,movie,King of Knives,2020,95,"Comedy,Drama",5,153,nm4935434,actor,"['nm4935434', 'nm0004995', 'nm9838441', 'nm4077057', 'nm4526977']",,,,,
tt8400758,movie,Killers Anonymous,2019,95,"Action,Crime,Mystery",4,10684,nm0281107,actor,"['nm0281107', 'nm0114499', 'nm1769728', 'nm2523072', 'nm0570570']",English,United States,"The film begins with the meeting of a support group in Los Angeles, during which the unnamed leader of the group, The Man, takes a call asking him to come to London.
Once in London, he meets Jade in a bar in broad daylight, asks her why Senator Kyle is still alive and advises her to leave. The subsequent film opener shows a fight between Krystal and Jade in a club, which Jade loses.",,"$100,581"
tt8407418,movie,Netflix vs. the World,2019,104,Documentary,6.8,900,,,,English,United States,,,
tt8411144,movie,Kaappaan,2019,166,"Action,Drama,Thriller",6.2,6945,nm7548924,actress,"['nm7548924', 'nm1421814', 'nm1951127', 'nm0482320', 'nm9787116']",Tamil,India,"Terrorists tried to kill the Prime Minister of India (PM), Chandrakanth Varma, in New Delhi, but security services were able to stop the attack, save the PM, and send him to his office. The government used NSG operations to prevent the assassination. However, the Minister for Communications, Vasudev, was killed as collateral damage, and his daughter Anjali is the PM's junior office secretary.",₹75 crore,₹100 crore
tt8413338,movie,Kumbalangi Nights,2019,135,"Comedy,Drama,Romance",8.5,21612,nm5939214,actor,"['nm5939214', 'nm6229968', 'nm1335704', 'nm5465692', 'nm10464357']",Malayalam,India,"Saji, Bonny, Bobby and Franky are four brothers living in a small, dilapidated house in the village of Kumbalangi. Saji's father had married Bonny's mother, who then gave birth to Bobby and Franky. When their father passes away, their mother abandons them to join a religious mission, leaving Saji to be the man of the house. Saji has anger management issues, and often gets into fights with Bobby, an unemployed youngster. Franky is ashamed of Saji and Bobby but gets along well with Bonny, who is mute.",₹6.5 crore,₹39 crore
tt8421806,movie,Kasal,2018,115,Drama,6.5,143,nm1379134,actress,"['nm1379134', 'nm2074966', 'nm2511552', 'nm0209649', 'nm0317737']",FilipinoEnglish,Philippines,,,₱200 million (worldwide)
tt8422628,movie,Nefarious,2019,79,Horror,3.2,279,nm10081942,actor,"['nm10081942', 'nm1881677', 'nm8145765', 'nm8231459', 'nm0762379']",,,,,
tt8425500,movie,Nachtwacht: De poort der zielen,2018,88,"Family,Fantasy",6.3,106,nm2942799,actor,"['nm2942799', 'nm5156578', 'nm1019133', 'nm0888909', 'nm2784871']",,,,,
tt8433786,movie,Night Into Day,2020,78,Thriller,4.5,276,nm3033607,actor,"['nm3033607', 'nm3663156', 'nm4182912', 'nm2040230', 'nm6666010']",,,,,
tt8434682,movie,Nasil Yani,2016,96,Comedy,3.5,598,nm8661756,actor,"['nm8661756', 'nm8710929', 'nm8661406', 'nm6237659', 'nm3001790']",,,,,
tt8438864,movie,Killing Gaza,2018,97,"Documentary,War",7.1,383,,,,,,,,
tt8442402,movie,Knuckle City,2019,124,Crime,6.2,285,nm6938967,actor,"['nm6938967', 'nm3333342', 'nm2299289', 'nm1099054', 'nm2850381']",IsiXhosa,South Africa,,,
tt8448426,movie,Neither with You,2019,90,"Comedy,Romance",6.1,921,nm1412554,actor,"['nm1412554', 'nm2757249', 'nm0126606', 'nm2261102', 'nm3263356']",,,,,
tt8451180,movie,Kiraz Mevsimi,2018,109,Drama,5.1,407,nm13893006,actor,"['nm13893006', 'nm3122256', 'nm4918412', 'nm2638974', 'nm3297166']",,,,,
tt8456098,movie,Karakomik Filmler: 2 Arada,2019,60,"Comedy,Drama",6.4,14503,nm0948000,actor,"['nm0948000', 'nm5920943', 'nm0349777', 'nm0019338', 'nm5663163']",,,,,
tt8458718,movie,Kanaa,2018,145,"Drama,Sport",7.6,4656,nm5781594,actress,"['nm5781594', 'nm0766470', 'nm4792434', 'nm9860615', 'nm6789632']",Tamil,India,"Kousalya Murugesan aka Kowsi is the daughter of Murugesan, a farmer in Kulithalai, Karur. She aspires to become an international cricketer which puts a smile on her cricket-loving father's face by helping the country win. The reason for this is portrayed in the initial scenes where Murugesan is very eager to see India's matches in the 2007 Cricket World Cup. However, he gets heartbroken seeing India's crashing defeat to Sri Lanka in the group stages, which sees India getting subsequently knocked out. Murugesan controls his feelings before his daughter, but she witnesses him crying and heartbroken throughout the night. Hence, this inspires an 11-year-old Kowsi, to take up cricket seriously, represent her country, and win the World Cup one day for her father's sake.",,
tt8459412,movie,Kishore Kumar Junior,2018,145,Drama,5.7,295,nm3533508,actress,"['nm3533508', 'nm0015289', 'nm4433883', 'nm0154146', 'nm12576697']",Bengali,India,"This film is about a singer who sings only those songs sung by the legendary Indian singer Kishore Kumar. The title, Kishore Kumar Junior (KKJ), was bestowed by the famous singer himself. KKJ lives in Kolkata with his wife and son, and his band musicians are like his second family. KKJ, his wife, and band are invited to perform in a Government initiative, for some border villages in the state of Rajasthan. However, upon reaching Rajasthan, they are abducted by a group of Pakistanis, whose intentions are not clear. It is now up to KKJ to save his wife and band members.",1.80 cr,6.52 cr
tt8463476,movie,Killed by Rock and Roll,2018,94,"Crime,Music",4.2,122,nm8088062,actor,"['nm8088062', 'nm5671659', 'nm3968469', 'nm4292646', 'nm7802917']",,,,,
tt8470494,movie,Kindness Matters,2018,102,Family,6.6,197,nm5551119,actor,"['nm5551119', 'nm2776091', 'nm9828089', 'nm2261943', 'nm3238945']",,,,,
tt8484230,movie,King Skate,2018,80,Documentary,7.3,146,,,,,,,,
tt8484586,movie,Neevevaro,2018,130,"Action,Drama,Romance",6.8,1052,nm3942577,actor,"['nm3942577', 'nm3966456', 'nm3277309', 'nm3808948', 'nm0876310']",Telugu,India,"Kalyan (Aadhi Pinisetty), a blind chef, owns a successful restaurant in Hyderabad. He is well-respected and has a loving family. His childhood friend and neighbor, Anu (Ritika Singh), is in love with him. Kalyan enjoys playing the guitar in his restaurant after hours and walks home at night. One evening, Vennela (Taapsee Pannu) arrives at his restaurant, asking for help to feed a homeless person. Kalyan is impressed and, as Vennela becomes a regular visitor, he gradually falls in love with her.",,
tt8493804,movie,Night Mistress,2023,84,Horror,2.2,129,nm0828288,actress,"['nm0828288', 'nm0244740', 'nm0704379', 'nm0944081', 'nm1006740']",,,,,
tt8498324,movie,Katie,2018,89,"Biography,Documentary,Sport",7.5,378,,,,,,,,
tt8506874,movie,Komola Rocket,2018,95,Drama,7.3,1264,nm2609716,actor,"['nm2609716', 'nm3618107', 'nm7772820', 'nm9883890', 'nm9883892']",Bangla,Bangladesh,"The story is of an eventful steamer ride, which shows a canvasser Mofizul (Mosharraf Karim), and a garments factory owner Atik (Tauquir Ahmed), who is trying to disappear after burning down his factory to claim the money from insurance company. Another passenger Monsur, boards the steamer with the body of his wife, who died in that fire. The first class passengers don't mix with the other classes until the launch is stuck in shallow water for two nights, and shortage of food supply brings Atik down to Monsur's cabin.",,
tt8513044,movie,Nonsense,2018,147,"Comedy,Drama,Romance",6.9,622,nm10176846,actor,"['nm10176846', 'nm4265894', 'nm6603487', 'nm10176847', 'nm0018203']",Malayalam,India,"Arun, a teenager was orphaned at a young age and is taken care by his grandfather. Though, Arun is backward at studies in his school, He likes thinking practical. However, his teachers misunderstands that he cannot study. Especially, his physics teacher Sheena calls him a 'nonsense'. One morning, Arun had befriended an auto driver named Santhosh, after he dropped him to school.",,
tt8514696,movie,Nova Lituania,2019,96,"Drama,History",6.6,1028,nm1873030,actor,"['nm1873030', 'nm1086046', 'nm0556059', 'nm0760598', 'nm9858469']",Lithuanian,Lithuania,,,
tt8517144,movie,Kafir: A Deal with the Devil,2018,97,"Drama,Horror,Mystery",6.4,843,nm6183900,actress,"['nm6183900', 'nm0846977', 'nm4176504', 'nm9106498', 'nm8748947']",,,,,
tt8531398,movie,Next Door,2020,83,"Comedy,Drama,Horror",5.7,222,nm0026860,actress,"['nm0026860', 'nm0085997', 'nm6096556', 'nm3578065', 'nm9356309']",English,United States,"Claire Peterson is a high school English Literature teacher living alone with her teenage son, Kevin, after separating from her husband, Garrett, due to his infidelity. 19-year-old Noah Sandborn, an orphan whose parents died a year prior, moves in next door to help his uncle, who uses a wheelchair. Noah promptly charms Claire and befriends Kevin, often teaching him handyman skills around their house, and begins attending his school, where she teaches.",$4 million,$52.4 million
tt8535180,movie,Kill Chain,2019,91,"Action,Drama,Thriller",5.1,6536,nm0000115,actor,"['nm0000115', 'nm4166320', 'nm0170186', 'nm0477127', 'nm0148382']",English,United States,"Two men, both assassins, enter a hotel, and speak to the manager Araña (Cage). They take away his shotgun and revolver from the front lobby, and talk about pursuing him for a while now.",,
tt8538552,movie,No Filter,2019,100,"Comedy,Drama",5.9,1204,nm0484005,actress,"['nm0484005', 'nm0305296', 'nm0949210', 'nm0548156', 'nm4150929']",,,,,
tt8539818,movie,Kia and Cosmos,2018,123,Drama,5.9,120,nm9898846,actress,"['nm9898846', 'nm3054665', 'nm3414469', 'nm8156640', 'nm9898847']",,,,,
tt8555260,movie,Killer in Red,2018,90,"Drama,Thriller",4.6,405,nm0839730,actress,"['nm0839730', 'nm2407761', 'nm3802732', 'nm2114153', 'nm0726939']",,,,,
tt8566864,movie,Na Band Na Baraati,2018,134,Comedy,6.1,110,nm9909408,actress,"['nm9909408', 'nm9911352', 'nm9770884', 'nm9772072', 'nm3514851']",Urdu,Pakistan,"The movie revolves around a typical Pakistani family living in Toronto, Canada. The story revolves around the main lead Shayan khan who plays the role of Shahid in the film. Shahid's girlfriend Ayesha accidentally marries the older brother Mikaal Zulfiqar on paper while she is married via Muslim Nikkah Rituals with the younger brother. The second lead Nayab Khan who plays the role of Zoya is Mikaal Zulfiqar's real girlfriend in the movie.[5] Mikaal Zulfiqar and debutante Shayan Khan are playing the roles of brothers while Ali Kazmi is playing a villain who is also in love with Anzhelika Tahir (Aisha).[7]",Rs. 40 million,est. Rs. 152 million
tt8580466,movie,North of Nightfall,2018,65,Documentary,7.5,109,nm4091283,actor,"['nm4091283', 'nm9917224', 'nm9917225', 'nm5035087']",,,,,
tt8589854,movie,Kohtunik,2019,95,"Comedy,Drama,Thriller",4.5,130,nm1832147,actor,"['nm1832147', 'nm12094489', 'nm12094488', 'nm0475411', 'nm10072849']",,,,,
